lit	O	O
,	O	O
je	O	O
l'	B-EVENT	O
avais	I-EVENT	O
vu	I-EVENT	O
se	I-EVENT	O
torturer	I-EVENT	O
l'	I-EVENT	O
esprit	E-EVENT	O
pour	O	O
essayer	O	O
de	O	O
découvrir	O	O
le	O	O
motif	O	O
de	O	O
la	O	O
désunion	O	O
avec	O	O
l'	O	O
espoir	O	O
d'	O	O
y	O	O
apporter	O	O
remède	O	O
.	O	O

Une	O	O
nuit	O	O
,	O	O
enfin	O	O
,	O	O
nous	O	O
avions	B-EVENT	O
appris	I-EVENT	O
de	I-EVENT	O
quoi	I-EVENT	O
il	I-EVENT	O
s'	I-EVENT	O
agissait	E-EVENT	O
.	O	O

Notre	O	O
mère	O	O
croyant	O	O
tous	O	O
ses	O	O
enfants	O	O
endormis	O	O
pleurait	S-EVENT	O
sans	O	O
contrainte	O	O
dans	O	O
la	O	O
chambre	O	O
voisine	O	O
.	O	O

Elle	O	O
ne	O	O
faisait	O	O
pas	O	O
de	O	O
violents	O	O
reproches	O	O
comme	O	O
d'	O	O
habitude	O	O
.	O	O

Elle	O	O
répétait	O	O
seulement	O	O
à	O	O
travers	O	O
ses	O	O
pleurs	O	O
:	O	O
—	O	O
Pourquoi	O	O
m'	O	O
as	O	O
-	O	O
tu	O	O
repris	O	O
ton	O	O
amour	S-EVENT	O
?	O	O
Ses	O	O
sanglots	S-EVENT	O
étaient	O	O
si	O	O
pressés	O	O
et	O	O
si	O	O
déchirants	O	O
que	O	O
nous	O	O
retenions	B-EVENT	O
notre	I-EVENT	O
souffle	E-EVENT	O
pour	O	O
ne	O	O
pas	O	O
nous	O	O
mettre	O	O
à	O	O
crier	O	O
comme	O	O
elle	O	O
.	O	O

Notre	O	O
père	O	O
,	O	O
pris	O	O
de	O	O
pitié	O	O
sans	O	O
doute	O	O
,	O	O
avait	B-EVENT	O
dit	I-EVENT	O
des	I-EVENT	O
mots	I-EVENT	O
consolants	E-EVENT	O
,	O	O
et	O	O
peu	O	O
à	O	O
peu	O	O
le	O	O
silence	S-EVENT	O
était	O	O
revenu	O	O
.	O	O

Mais	O	O
Firmin	O	O
et	O	O
moi	O	O
n'	B-EVENT	O
avions	I-EVENT	O
nulle	I-EVENT	O
envie	I-EVENT	O
de	I-EVENT	O
dormir	E-EVENT	O
.	O	O

Assis	O	O
par	O	O
terre	O	O
,	O	O
dans	O	O
la	O	O
ruelle	O	O
étroite	O	O
qui	O	O
séparait	O	O
nos	O	O
deux	O	O
lits	O	O
,	O	O
