mieux	O	-
et	O	-
de	O	-
singulièrement	O	-
original	O	-
.	O	-
Tu	O	-
m'	O	-
as	B-EVENT	17
écrit	I-EVENT	-
,	O	-
dans	O	-
ta	O	-
dernière	O	-
lettre	O	-
:	O	-
«	O	-
Quand	O	-
je	O	-
sais	O	-
comment	O	-
on	O	-
aime	O	-
dans	O	-

as	B-EVENT	1
écrit	I-EVENT	-
,	O	-
dans	O	-
ta	O	-
dernière	O	-
lettre	O	-
:	O	-
«	O	-
Quand	O	-
je	O	-
sais	O	-
comment	O	-
on	O	-
aime	O	-
dans	O	-
un	O	-
pays	O	-
,	O	-
je	O	-
connais	O	-
ce	O	-
pays	O	-
à	O	-
le	O	-
décrire	O	-
,	O	-
bien	O	-
que	O	-
ne	O	-
l'	O	-
ayant	O	-

un	O	-
pays	O	-
,	O	-
je	O	-
connais	O	-
ce	O	-
pays	O	-
à	O	-
le	O	-
décrire	O	-
,	O	-
bien	O	-
que	O	-
ne	O	-
l'	O	-
ayant	O	-
jamais	O	-
vu	O	-
.	O	-
»	O	-
Sache	O	-
qu'	O	-
ici	O	-
on	O	-
aime	B-EVENT	25
furieusement	O	-
.	O	-
On	O	-
sent	B-EVENT	25
,	O	-
dès	O	-
les	O	-

jamais	O	-
vu	O	-
.	O	-
»	O	-
Sache	O	-
qu'	O	-
ici	O	-
on	O	-
aime	B-EVENT	9
furieusement	O	-
.	O	-
On	O	-
sent	B-EVENT	9
,	O	-
dès	O	-
les	O	-
premiers	O	-
jours	O	-
,	O	-
une	O	-
sorte	O	-
d'	O	-
ardeur	B-EVENT	9
frémissante	O	-
,	O	-
un	O	-
soulèvement	B-EVENT	9
,	O	-
une	O	-
brusque	O	-
tension	B-EVENT	9
des	O	-

premiers	O	-
jours	O	-
,	O	-
une	O	-
sorte	O	-
d'	O	-
ardeur	B-EVENT	7
frémissante	O	-
,	O	-
un	O	-
soulèvement	B-EVENT	7
,	O	-
une	O	-
brusque	O	-
tension	B-EVENT	7
des	O	-
désirs	O	-
,	O	-
un	O	-
énervement	B-EVENT	7
courant	O	-
au	O	-
bout	O	-
des	O	-
doigts	O	-
,	O	-
qui	O	-
surexcitent	B-EVENT	7
à	O	-
les	O	-
exaspérer	O	-
nos	O	-

désirs	O	-
,	O	-
un	O	-
énervement	B-EVENT	4
courant	O	-
au	O	-
bout	O	-
des	O	-
doigts	O	-
,	O	-
qui	O	-
surexcitent	B-EVENT	4
à	O	-
les	O	-
exaspérer	O	-
nos	O	-
puissances	B-EVENT	4
amoureuses	O	-
et	O	-
toutes	O	-
nos	O	-
facultés	O	-
de	O	-
sensation	B-EVENT	4
physique	O	-
,	O	-
depuis	O	-
le	O	-
simple	O	-
contact	B-EVENT	4
des	O	-
mains	O	-

puissances	B-EVENT	1
amoureuses	O	-
et	O	-
toutes	O	-
nos	O	-
facultés	O	-
de	O	-
sensation	B-EVENT	1
physique	O	-
,	O	-
depuis	O	-
le	O	-
simple	O	-
contact	B-EVENT	1
des	O	-
mains	O	-
jusqu'	O	-
à	O	-
cet	O	-
innommable	O	-
besoin	B-EVENT	1
qui	O	-
nous	O	-
fait	O	-
commettre	O	-
tant	O	-
de	O	-
sottises	O	-
.	O	-
Entendons	O	-
-	O	-
nous	O	-

jusqu'	O	-
à	O	-
cet	O	-
innommable	O	-
besoin	B-EVENT	5
qui	O	-
nous	O	-
fait	O	-
commettre	O	-
tant	O	-
de	O	-
sottises	O	-
.	O	-
Entendons	O	-
-	O	-
nous	O	-
bien	O	-
.	O	-
Je	O	-
ne	O	-
sais	O	-
si	O	-
ce	O	-
que	O	-
vous	O	-
appelez	O	-
l'	O	-
amour	O	-
du	O	-
coeur	O	-
,	O	-
l'	O	-

bien	O	-
.	O	-
Je	O	-
ne	O	-
sais	O	-
si	O	-
ce	O	-
que	O	-
vous	O	-
appelez	O	-
l'	O	-
amour	O	-
du	O	-
coeur	O	-
,	O	-
l'	O	-
amour	O	-
des	O	-
âmes	O	-
,	O	-
si	O	-
l'	O	-
idéalisme	O	-
sentimental	O	-
,	O	-
le	O	-
platonisme	O	-
enfin	O	-
,	O	-
peut	O	-
exister	O	-
sous	O	-

amour	O	-
des	O	-
âmes	O	-
,	O	-
si	O	-
l'	O	-
idéalisme	O	-
sentimental	O	-
,	O	-
le	O	-
platonisme	O	-
enfin	O	-
,	O	-
peut	O	-
exister	O	-
sous	O	-
ce	O	-
ciel	O	-
;	O	-
j'	O	-
en	O	-
doute	O	-
même	O	-
.	O	-
Mais	O	-
l'	O	-
autre	O	-
amour	O	-
,	O	-
celui	O	-
des	O	-
sens	O	-

ce	O	-
ciel	O	-
;	O	-
j'	O	-
en	O	-
doute	O	-
même	O	-
.	O	-
Mais	O	-
l'	O	-
autre	O	-
amour	O	-
,	O	-
celui	O	-
des	O	-
sens	O	-
,	O	-
qui	O	-
a	O	-
,	O	-
du	O	-
bon	O	-
,	O	-
et	O	-
beaucoup	O	-
de	O	-
bon	O	-
,	O	-
est	O	-
véritablement	O	-
terrible	O	-
en	O	-

,	O	-
qui	O	-
a	O	-
,	O	-
du	O	-
bon	O	-
,	O	-
et	O	-
beaucoup	O	-
de	O	-
bon	O	-
,	O	-
est	O	-
véritablement	O	-
terrible	O	-
en	O	-
ce	O	-
climat	O	-
.	O	-
La	O	-
chaleur	O	-
,	O	-
cette	O	-
constante	O	-
brûlure	O	-
de	O	-
l'	O	-
air	O	-
qui	O	-
vous	O	-
enfièvre	O	-
,	O	-

ce	O	-
climat	O	-
.	O	-
La	O	-
chaleur	O	-
,	O	-
cette	O	-
constante	O	-
brûlure	O	-
de	O	-
l'	O	-
air	O	-
qui	O	-
vous	O	-
enfièvre	O	-
,	O	-
ces	O	-
souffles	O	-
suffocants	O	-
du	O	-
Sud	O	-
,	O	-
ces	O	-
marées	O	-
de	O	-
feu	O	-
venues	O	-
du	O	-
grand	O	-
désert	O	-
si	O	-
proche	O	-

ces	O	-
souffles	O	-
suffocants	O	-
du	O	-
Sud	O	-
,	O	-
ces	O	-
marées	O	-
de	O	-
feu	O	-
venues	O	-
du	O	-
grand	O	-
désert	O	-
si	O	-
proche	O	-
,	O	-
ce	O	-
lourd	O	-
siroco	O	-
,	O	-
plus	O	-
ravageant	O	-
,	O	-
plus	O	-
desséchant	O	-
que	O	-
la	O	-
flamme	O	-
,	O	-
ce	O	-
perpétuel	O	-

,	O	-
ce	O	-
lourd	O	-
siroco	O	-
,	O	-
plus	O	-
ravageant	O	-
,	O	-
plus	O	-
desséchant	O	-
que	O	-
la	O	-
flamme	O	-
,	O	-
ce	O	-
perpétuel	O	-
incendie	O	-
d'	O	-
un	O	-
continent	O	-
tout	O	-
entier	O	-
brûlé	O	-
jusqu'	O	-
aux	O	-
pierres	O	-
par	O	-
un	O	-
énorme	O	-
et	O	-
dévorant	O	-
soleil	O	-

incendie	O	-
d'	O	-
un	O	-
continent	O	-
tout	O	-
entier	O	-
brûlé	O	-
jusqu'	O	-
aux	O	-
pierres	O	-
par	O	-
un	O	-
énorme	O	-
et	O	-
dévorant	O	-
soleil	O	-
,	O	-
embrasent	O	-
le	O	-
sang	O	-
,	O	-
affolent	O	-
la	O	-
chair	O	-
,	O	-
embestialisent	O	-
.	O	-
Mais	O	-
j'	O	-
arrive	B-EVENT	30
à	O	-
mon	O	-

,	O	-
embrasent	O	-
le	O	-
sang	O	-
,	O	-
affolent	O	-
la	O	-
chair	O	-
,	O	-
embestialisent	O	-
.	O	-
Mais	O	-
j'	O	-
arrive	B-EVENT	14
à	O	-
mon	O	-
histoire	O	-
.	O	-
Je	O	-
ne	B-EVENT	14
te	I-EVENT	-
dis	I-EVENT	-
rien	I-EVENT	-
de	O	-
mes	O	-
premiers	O	-
temps	O	-
de	O	-
séjour	O	-
en	O	-
Algérie	O	-
.	O	-

histoire	O	-
.	O	-
Je	O	-
ne	B-EVENT	4
te	I-EVENT	-
dis	I-EVENT	-
rien	I-EVENT	-
de	O	-
mes	O	-
premiers	O	-
temps	O	-
de	O	-
séjour	O	-
en	O	-
Algérie	O	-
.	O	-
Après	O	-
avoir	B-EVENT	4
visité	I-EVENT	-
Bône	O	-
,	O	-
Constantine	O	-
,	O	-
Biskra	O	-
et	O	-
Sétif	O	-
,	O	-
je	O	-
suis	B-EVENT	4
venu	I-EVENT	-
à	O	-
Bougie	B-EVENT	4

Après	O	-
avoir	B-EVENT	2
visité	I-EVENT	-
Bône	O	-
,	O	-
Constantine	O	-
,	O	-
Biskra	O	-
et	O	-
Sétif	O	-
,	O	-
je	O	-
suis	B-EVENT	2
venu	I-EVENT	-
à	O	-
Bougie	B-EVENT	2
par	O	-
les	O	-
gorges	O	-
du	O	-
Chabet	O	-
,	O	-
et	O	-
une	O	-
incomparable	O	-
route	O	-
au	O	-
milieu	O	-
des	O	-
forêts	O	-
kabyles	O	-
,	O	-

par	O	-
les	O	-
gorges	O	-
du	O	-
Chabet	O	-
,	O	-
et	O	-
une	O	-
incomparable	O	-
route	O	-
au	O	-
milieu	O	-
des	O	-
forêts	O	-
kabyles	O	-
,	O	-
qui	O	-
suit	O	-
la	O	-
mer	O	-
en	O	-
la	O	-
dominant	O	-
de	O	-
deux	O	-
cents	O	-
mètres	O	-
,	O	-
et	O	-
serpente	O	-
selon	O	-
les	O	-

qui	O	-
suit	O	-
la	O	-
mer	O	-
en	O	-
la	O	-
dominant	O	-
de	O	-
deux	O	-
cents	O	-
mètres	O	-
,	O	-
et	O	-
serpente	O	-
selon	O	-
les	O	-
testons	O	-
delà	O	-
haute	O	-
montagne	O	-
,	O	-
jusqu'	O	-
à	O	-
ce	O	-
merveilleux	O	-
golfe	O	-
de	O	-
Bougie	O	-
aussi	O	-
beau	O	-
que	O	-
celui	O	-

testons	O	-
delà	O	-
haute	O	-
montagne	O	-
,	O	-
jusqu'	O	-
à	O	-
ce	O	-
merveilleux	O	-
golfe	O	-
de	O	-
Bougie	O	-
aussi	O	-
beau	O	-
que	O	-
celui	O	-
de	O	-
Naples	O	-
,	O	-
que	O	-
celui	O	-
d'	O	-
Ajaccio	O	-
et	O	-
que	O	-
celui	O	-
de	O	-
Douarnenez	O	-
,	O	-
les	O	-
plus	O	-
admirables	O	-

de	O	-
Naples	O	-
,	O	-
que	O	-
celui	O	-
d'	O	-
Ajaccio	O	-
et	O	-
que	O	-
celui	O	-
de	O	-
Douarnenez	O	-
,	O	-
les	O	-
plus	O	-
admirables	O	-
que	O	-
je	O	-
connaisse	O	-
.	O	-
J'	O	-
excepte	O	-
dans	O	-
ma	O	-
comparaison	O	-
cette	O	-
invraisemblable	O	-
baie	O	-
de	O	-
Porto	O	-
,	O	-
ceinte	O	-

que	O	-
je	O	-
connaisse	O	-
.	O	-
J'	O	-
excepte	O	-
dans	O	-
ma	O	-
comparaison	O	-
cette	O	-
invraisemblable	O	-
baie	O	-
de	O	-
Porto	O	-
,	O	-
ceinte	O	-
de	O	-
granit	O	-
rouge	O	-
,	O	-
et	O	-
habitée	O	-
par	O	-
les	O	-
fantastiques	O	-
et	O	-
sanglants	O	-
géants	O	-
de	O	-
pierre	O	-
qu'	O	-
on	O	-

de	O	-
granit	O	-
rouge	O	-
,	O	-
et	O	-
habitée	O	-
par	O	-
les	O	-
fantastiques	O	-
et	O	-
sanglants	O	-
géants	O	-
de	O	-
pierre	O	-
qu'	O	-
on	O	-
appelle	O	-
les	O	-
«	O	-
Calanche	O	-
»	O	-
de	O	-
Piana	O	-
,	O	-
sur	O	-
les	O	-
côtes	O	-
Ouest	O	-
de	O	-
la	O	-
Corse	O	-
.	O	-

appelle	O	-
les	O	-
«	O	-
Calanche	O	-
»	O	-
de	O	-
Piana	O	-
,	O	-
sur	O	-
les	O	-
côtes	O	-
Ouest	O	-
de	O	-
la	O	-
Corse	O	-
.	O	-
De	O	-
loin	O	-
,	O	-
de	O	-
très	O	-
loin	O	-
,	O	-
avant	O	-
de	O	-
contourner	O	-
le	O	-
grand	O	-
bassin	O	-
où	O	-
dort	O	-
l'	O	-

De	O	-
loin	O	-
,	O	-
de	O	-
très	O	-
loin	O	-
,	O	-
avant	O	-
de	O	-
contourner	O	-
le	O	-
grand	O	-
bassin	O	-
où	O	-
dort	O	-
l'	O	-
eau	O	-
pacifique	O	-
,	O	-
on	O	-
aperçoit	B-EVENT	21
Bougie	O	-
.	O	-
Elle	O	-
est	O	-
bâtie	O	-
sur	O	-
les	O	-
flancs	O	-
rapides	O	-
d'	O	-
un	O	-

eau	O	-
pacifique	O	-
,	O	-
on	O	-
aperçoit	B-EVENT	5
Bougie	O	-
.	O	-
Elle	O	-
est	O	-
bâtie	O	-
sur	O	-
les	O	-
flancs	O	-
rapides	O	-
d'	O	-
un	O	-
mont	O	-
très	O	-
élevé	O	-
et	O	-
couronné	O	-
par	O	-
des	O	-
bois	O	-
.	O	-
C'	O	-
est	O	-
une	O	-
tache	O	-
blanche	O	-
dans	O	-
cette	O	-

mont	O	-
très	O	-
élevé	O	-
et	O	-
couronné	O	-
par	O	-
des	O	-
bois	O	-
.	O	-
C'	O	-
est	O	-
une	O	-
tache	O	-
blanche	O	-
dans	O	-
cette	O	-
pente	O	-
verte	O	-
;	O	-
on	O	-
dirait	O	-
l'	O	-
écume	O	-
d'	O	-
une	O	-
cascade	O	-
tombant	O	-
à	O	-
la	O	-
mer	O	-
.	O	-
Dès	O	-

pente	O	-
verte	O	-
;	O	-
on	O	-
dirait	O	-
l'	O	-
écume	O	-
d'	O	-
une	O	-
cascade	O	-
tombant	O	-
à	O	-
la	O	-
mer	O	-
.	O	-
Dès	O	-
que	O	-
j'	O	-
eus	B-EVENT	19
mis	I-EVENT	-
le	I-EVENT	-
pied	I-EVENT	-
dans	O	-
cette	O	-
toute	O	-
petite	O	-
et	O	-
ravissante	O	-
ville	O	-
,	O	-
je	O	-
compris	B-EVENT	19

que	O	-
j'	O	-
eus	B-EVENT	3
mis	I-EVENT	-
le	I-EVENT	-
pied	I-EVENT	-
dans	O	-
cette	O	-
toute	O	-
petite	O	-
et	O	-
ravissante	O	-
ville	O	-
,	O	-
je	O	-
compris	B-EVENT	3
que	O	-
j'	O	-
allais	O	-
y	O	-
rester	O	-
longtemps	O	-
.	O	-
De	O	-
partout	O	-
l'	O	-
oeil	O	-
embrasse	O	-
un	O	-
vaste	O	-
cercle	O	-
de	O	-

que	O	-
j'	O	-
allais	O	-
y	O	-
rester	O	-
longtemps	O	-
.	O	-
De	O	-
partout	O	-
l'	O	-
oeil	O	-
embrasse	O	-
un	O	-
vaste	O	-
cercle	O	-
de	O	-
sommets	O	-
crochus	O	-
,	O	-
dentelés	O	-
,	O	-
cornus	O	-
et	O	-
bizarres	O	-
,	O	-
tellement	O	-
formé	O	-
qu'	O	-
on	O	-
découvre	O	-
à	O	-
peine	O	-

sommets	O	-
crochus	O	-
,	O	-
dentelés	O	-
,	O	-
cornus	O	-
et	O	-
bizarres	O	-
,	O	-
tellement	O	-
formé	O	-
qu'	O	-
on	O	-
découvre	O	-
à	O	-
peine	O	-
la	O	-
pleine	O	-
mer	O	-
,	O	-
et	O	-
que	O	-
le	O	-
golfe	O	-
a	O	-
l'	O	-
air	O	-
d'	O	-
un	O	-
lac	O	-
.	O	-
L'	O	-

la	O	-
pleine	O	-
mer	O	-
,	O	-
et	O	-
que	O	-
le	O	-
golfe	O	-
a	O	-
l'	O	-
air	O	-
d'	O	-
un	O	-
lac	O	-
.	O	-
L'	O	-
eau	O	-
bleue	O	-
,	O	-
d'	O	-
un	O	-
bleu	O	-
laiteux	O	-
,	O	-
est	O	-
d'	O	-
une	O	-
transparence	O	-
admirable	O	-
;	O	-
et	O	-
le	O	-

eau	O	-
bleue	O	-
,	O	-
d'	O	-
un	O	-
bleu	O	-
laiteux	O	-
,	O	-
est	O	-
d'	O	-
une	O	-
transparence	O	-
admirable	O	-
;	O	-
et	O	-
le	O	-
ciel	O	-
d'	O	-
azur	O	-
,	O	-
d'	O	-
un	O	-
azur	O	-
épais	O	-
,	O	-
comme	O	-
s'	O	-
il	O	-
avait	O	-
reçu	O	-
deux	O	-
couches	O	-

ciel	O	-
d'	O	-
azur	O	-
,	O	-
d'	O	-
un	O	-
azur	O	-
épais	O	-
,	O	-
comme	O	-
s'	O	-
il	O	-
avait	O	-
reçu	O	-
deux	O	-
couches	O	-
de	O	-
couleur	O	-
,	O	-
étale	O	-
au	O	-
-	O	-
dessus	O	-
sa	O	-
surprenante	O	-
beauté	O	-
.	O	-
Ils	O	-
semblent	O	-
se	O	-
mirer	O	-
l'	O	-

de	O	-
couleur	O	-
,	O	-
étale	O	-
au	O	-
-	O	-
dessus	O	-
sa	O	-
surprenante	O	-
beauté	O	-
.	O	-
Ils	O	-
semblent	O	-
se	O	-
mirer	O	-
l'	O	-
un	O	-
dans	O	-
l'	O	-
autre	O	-
et	O	-
se	O	-
renvoyer	O	-
leurs	O	-
reflets	O	-
.	O	-
Bougie	O	-
est	O	-
la	O	-
ville	O	-
des	O	-
ruines	O	-

un	O	-
dans	O	-
l'	O	-
autre	O	-
et	O	-
se	O	-
renvoyer	O	-
leurs	O	-
reflets	O	-
.	O	-
Bougie	O	-
est	O	-
la	O	-
ville	O	-
des	O	-
ruines	O	-
.	O	-
Sur	O	-
le	O	-
quai	O	-
,	O	-
en	B-EVENT	22
arrivant	I-EVENT	-
,	O	-
on	O	-
rencontre	O	-
un	O	-
débris	O	-
si	O	-
magnifique	O	-
,	O	-
qu'	O	-

.	O	-
Sur	O	-
le	O	-
quai	O	-
,	O	-
en	B-EVENT	6
arrivant	I-EVENT	-
,	O	-
on	O	-
rencontre	O	-
un	O	-
débris	O	-
si	O	-
magnifique	O	-
,	O	-
qu'	O	-
on	O	-
le	O	-
dirait	O	-
d'	O	-
opéra	O	-
.	O	-
C'	O	-
est	O	-
la	O	-
vieille	O	-
porte	O	-
Sarrasine	O	-
,	O	-
envahie	O	-
de	O	-
lierre	O	-

on	O	-
le	O	-
dirait	O	-
d'	O	-
opéra	O	-
.	O	-
C'	O	-
est	O	-
la	O	-
vieille	O	-
porte	O	-
Sarrasine	O	-
,	O	-
envahie	O	-
de	O	-
lierre	O	-
.	O	-
Et	O	-
dans	O	-
les	O	-
bois	O	-
montueux	O	-
autour	O	-
de	O	-
la	O	-
cité	O	-
,	O	-
partout	O	-
des	O	-
ruines	O	-
,	O	-
des	O	-

.	O	-
Et	O	-
dans	O	-
les	O	-
bois	O	-
montueux	O	-
autour	O	-
de	O	-
la	O	-
cité	O	-
,	O	-
partout	O	-
des	O	-
ruines	O	-
,	O	-
des	O	-
pans	O	-
de	O	-
murailles	O	-
romaines	O	-
,	O	-
des	O	-
morceaux	O	-
de	O	-
monuments	O	-
sarrasins	O	-
,	O	-
des	O	-
restes	O	-
de	O	-
constructions	O	-
arabes	O	-

pans	O	-
de	O	-
murailles	O	-
romaines	O	-
,	O	-
des	O	-
morceaux	O	-
de	O	-
monuments	O	-
sarrasins	O	-
,	O	-
des	O	-
restes	O	-
de	O	-
constructions	O	-
arabes	O	-
.	O	-
J'	O	-
avais	B-EVENT	19
loué	I-EVENT	-
dans	O	-
la	O	-
ville	O	-
haute	O	-
une	O	-
petite	O	-
maison	O	-
mauresque	O	-
.	O	-
Tu	O	-
connais	O	-
ces	O	-

.	O	-
J'	O	-
avais	B-EVENT	3
loué	I-EVENT	-
dans	O	-
la	O	-
ville	O	-
haute	O	-
une	O	-
petite	O	-
maison	O	-
mauresque	O	-
.	O	-
Tu	O	-
connais	O	-
ces	O	-
demeures	O	-
si	O	-
souvent	O	-
décrites	O	-
.	O	-
Elles	O	-
ne	O	-
possèdent	O	-
point	O	-
de	O	-
fenêtres	O	-
en	O	-
dehors	O	-
;	O	-
mais	O	-
une	O	-

demeures	O	-
si	O	-
souvent	O	-
décrites	O	-
.	O	-
Elles	O	-
ne	O	-
possèdent	O	-
point	O	-
de	O	-
fenêtres	O	-
en	O	-
dehors	O	-
;	O	-
mais	O	-
une	O	-
cour	O	-
intérieure	O	-
les	O	-
éclaire	O	-
du	O	-
haut	O	-
en	O	-
bas	O	-
.	O	-
Elles	O	-
ont	O	-
,	O	-
au	O	-
premier	O	-
,	O	-
une	O	-

cour	O	-
intérieure	O	-
les	O	-
éclaire	O	-
du	O	-
haut	O	-
en	O	-
bas	O	-
.	O	-
Elles	O	-
ont	O	-
,	O	-
au	O	-
premier	O	-
,	O	-
une	O	-
grande	O	-
salle	O	-
fraîche	O	-
où	O	-
l'	O	-
on	O	-
passe	O	-
les	O	-
jours	O	-
,	O	-
et	O	-
tout	O	-
en	O	-
haut	O	-
une	O	-
terrasse	O	-

grande	O	-
salle	O	-
fraîche	O	-
où	O	-
l'	O	-
on	O	-
passe	O	-
les	O	-
jours	O	-
,	O	-
et	O	-
tout	O	-
en	O	-
haut	O	-
une	O	-
terrasse	O	-
où	O	-
l'	O	-
on	O	-
passe	O	-
les	O	-
nuits	O	-
.	O	-
Je	O	-
me	B-EVENT	25
mis	I-EVENT	-
tout	I-EVENT	-
de	I-EVENT	-
suite	I-EVENT	-
aux	O	-
coutumes	O	-
des	O	-

où	O	-
l'	O	-
on	O	-
passe	O	-
les	O	-
nuits	O	-
.	O	-
Je	O	-
me	B-EVENT	9
mis	I-EVENT	-
tout	I-EVENT	-
de	I-EVENT	-
suite	I-EVENT	-
aux	O	-
coutumes	O	-
des	O	-
pays	O	-
chauds	O	-
,	O	-
c'	O	-
est	O	-
-	O	-
à	O	-
-	O	-
dire	O	-
à	O	-
faire	O	-
la	O	-
sieste	B-EVENT	9
après	O	-
mon	O	-
déjeuner	O	-

pays	O	-
chauds	O	-
,	O	-
c'	O	-
est	O	-
-	O	-
à	O	-
-	O	-
dire	O	-
à	O	-
faire	O	-
la	O	-
sieste	B-EVENT	13
après	O	-
mon	O	-
déjeuner	O	-
.	O	-
C'	O	-
est	O	-
l'	O	-
heure	O	-
étouffante	O	-
d'	O	-
Afrique	O	-
,	O	-
l'	O	-
heure	O	-
où	O	-
l'	O	-
on	O	-
ne	B-EVENT	13
respire	I-EVENT	-

.	O	-
C'	O	-
est	O	-
l'	O	-
heure	O	-
étouffante	O	-
d'	O	-
Afrique	O	-
,	O	-
l'	O	-
heure	O	-
où	O	-
l'	O	-
on	O	-
ne	B-EVENT	15
respire	I-EVENT	-
plus	I-EVENT	-
,	O	-
l'	O	-
heure	O	-
où	O	-
les	O	-
rues	O	-
,	O	-
les	O	-
plaines	O	-
,	O	-
les	O	-
longues	O	-
routes	O	-
aveuglantes	O	-
sont	O	-

plus	I-EVENT	-
,	O	-
l'	O	-
heure	O	-
où	O	-
les	O	-
rues	O	-
,	O	-
les	O	-
plaines	O	-
,	O	-
les	O	-
longues	O	-
routes	O	-
aveuglantes	O	-
sont	O	-
désertes	O	-
,	O	-
où	O	-
tout	O	-
le	O	-
monde	O	-
dort	B-EVENT	23
,	O	-
essaye	O	-
au	O	-
moins	O	-
de	O	-
dormir	O	-
,	O	-
avec	O	-
aussi	O	-

désertes	O	-
,	O	-
où	O	-
tout	O	-
le	O	-
monde	O	-
dort	B-EVENT	7
,	O	-
essaye	O	-
au	O	-
moins	O	-
de	O	-
dormir	O	-
,	O	-
avec	O	-
aussi	O	-
peu	O	-
de	O	-
vêtements	O	-
que	O	-
possible	O	-
.	O	-
J'	O	-
avais	O	-
installé	O	-
dans	O	-
ma	O	-
salle	O	-
à	O	-
colonnettes	O	-
d'	O	-
architecture	O	-

peu	O	-
de	O	-
vêtements	O	-
que	O	-
possible	O	-
.	O	-
J'	O	-
avais	O	-
installé	O	-
dans	O	-
ma	O	-
salle	O	-
à	O	-
colonnettes	O	-
d'	O	-
architecture	O	-
arabe	O	-
un	O	-
grand	O	-
divan	O	-
moelleux	O	-
,	O	-
couvert	O	-
de	O	-
tapis	O	-
du	O	-
Djebel	O	-
-	O	-
Amour	O	-
.	O	-
Je	O	-
m'	O	-

arabe	O	-
un	O	-
grand	O	-
divan	O	-
moelleux	O	-
,	O	-
couvert	O	-
de	O	-
tapis	O	-
du	O	-
Djebel	O	-
-	O	-
Amour	O	-
.	O	-
Je	O	-
m'	O	-
étendais	O	-
là	O	-
-	O	-
dessus	O	-
à	O	-
peu	O	-
près	O	-
dans	O	-
le	O	-
costume	O	-
d'	O	-
Assan	O	-
,	O	-
mais	O	-
je	O	-
n'	O	-

